{Probe:tcptracer |Sys_Time:TIME |T:TIME(s) | PID:PID | PNAME:COMM | IP:IP | SADDR:SADDR | DADDR:DADDR | DPORT:DPORT | SPORT:SPORT 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.028 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35872 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.029 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.030 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35870 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.033 | PID:21403 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35888 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.033 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.076 | PID:21403 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35890 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.076 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.008 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.096 | PID:21402 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45710 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.097 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:TIME |T:TIME(s) | PID:PID | PNAME:COMM | IP:IP | SADDR:SADDR | DADDR:DADDR | DPORT:DPORT | SPORT:SPORT 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.000 | PID:21207 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45588 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.003 | PID:21207 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45586 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.005 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45606 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.001 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.005 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.048 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45608 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.048 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.024 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.112 | PID:21255 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35766 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.115 | PID:21255 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35764 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.113 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.118 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.118 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35786 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.161 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.160 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35788 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.092 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.180 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45608 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.181 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45606 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.181 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.187 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45624 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.187 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.228 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45626 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.228 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:01 |T:3.204 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.292 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35788 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.293 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.295 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35786 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.300 | PID:21306 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35804 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.300 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.344 | PID:21306 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35806 
{Probe:tcptracer |Sys_Time:16:36:02 |T:3.344 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.272 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.360 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45626 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.361 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45624 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.362 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.366 | PID:21337 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45646 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.366 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.408 | PID:21337 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45648 
{Probe:tcptracer |Sys_Time:16:36:03 |T:4.408 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.388 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.476 | PID:21306 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35806 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.479 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.480 | PID:21306 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35804 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.484 | PID:21350 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35830 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.484 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.529 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:04 |T:5.528 | PID:21350 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35832 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.452 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.544 | PID:21337 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45648 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.551 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.553 | PID:21337 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45646 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.558 | PID:21353 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45670 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.558 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.600 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:05 |T:6.600 | PID:21353 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45672 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.572 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.660 | PID:21350 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35832 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.665 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.667 | PID:21350 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35830 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.670 | PID:21354 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35850 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.670 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.714 | PID:21354 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35852 
{Probe:tcptracer |Sys_Time:16:36:06 |T:7.714 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.644 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.732 | PID:21353 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45672 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.732 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.734 | PID:21353 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45670 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.739 | PID:21355 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45688 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.739 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.780 | PID:21355 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45690 
{Probe:tcptracer |Sys_Time:16:36:07 |T:8.781 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.756 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.844 | PID:21354 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35852 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.847 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.849 | PID:21354 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35850 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.852 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.852 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35870 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.896 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:08 |T:9.896 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35872 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.824 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.912 | PID:21355 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45690 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.913 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.913 | PID:21355 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45688 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.919 | PID:21402 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45708 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.919 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.964 | PID:21402 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45710 
{Probe:tcptracer |Sys_Time:16:36:09 |T:10.965 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:11.940 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.028 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35872 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.029 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.030 | PID:21389 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35870 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.033 | PID:21403 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35888 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.033 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.076 | PID:21403 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35890 
{Probe:tcptracer |Sys_Time:16:36:10 |T:12.076 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.008 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.096 | PID:21402 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45710 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.097 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.099 | PID:21402 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45708 
{Probe:tcptracer |Sys_Time:16:36:11 |T:13.105 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:TIME |T:TIME(s) | PID:PID | PNAME:COMM | IP:IP | SADDR:SADDR | DADDR:DADDR | DPORT:DPORT | SPORT:SPORT 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.000 | PID:21207 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45588 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.003 | PID:21207 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45586 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.005 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45606 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.001 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.005 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.048 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45608 
{Probe:tcptracer |Sys_Time:16:35:58 |T:0.048 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.024 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.112 | PID:21255 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35766 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.115 | PID:21255 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35764 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.113 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.118 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.118 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35786 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.161 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:35:59 |T:1.160 | PID:21302 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6001 | SPORT:35788 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.092 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.180 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45608 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.181 | PID:21297 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45606 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.181 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.187 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45624 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.187 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.228 | PID:21303 | PNAME:iperf3 | IP:4 | SADDR:127.0.0.1 | DADDR:127.0.0.1 | DPORT:6002 | SPORT:45626 
{Probe:tcptracer |Sys_Time:16:36:00 |T:2.228 | PID:13424 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
{Probe:tcptracer |Sys_Time:16:36:01 |T:3.204 | PID:13422 | PNAME:iperf3 | IP:6 | SADDR:[::] | DADDR:[0:ffff:7f00:1::] | DPORT:65535 | SPORT:0 
